統一編號,商業名稱,商業地址,設立日期,Longitude,Latitude
00552689,快來吃可麗餅坊,臺北市松山區民權東路3段103巷35號1樓,1140424,121.54508,25.063953
00552695,物必達企業社,臺北市北投區榮華三路47號2樓,1140424,121.520368,25.114056
00552702,庠易子愷企業社,臺北市士林區社子街58號,1140424,121.507029,25.087371
00552718,如貞如願生活舖,臺北市松山區八德路2段410巷5弄1號2樓,1140424,121.54704,25.047238
00552724,玖妮商行,臺北市中正區仁愛路2段25號5樓,1140425,121.527305,25.038461
00552739,白胖胖商行,臺北市中山區中山北路2段137巷15號1樓,1140425,121.524066,25.061757
00552745,小龍湯包,臺北市文山區木柵路1段225號1樓,1140425,121.551998,24.987879
00552750,悠米畫畫生活工作室,臺北市信義區忠孝東路5段177號4樓,1140425,121.56901,25.041194
00552766,興傢園傢俱行,臺北市中山區松江路420號1樓,1140425,121.532784,25.064571
00552772,聯業企業社,臺北市中山區中山北路1段83巷5號5樓之12,1140425,121.522823,25.050467
00552787,魔指仙境美容坊,臺北市中山區長春路408號1樓及2樓,1140425,121.543657,25.054476
00552793,夢想開花所,臺北市中山區建國北路3段113巷5號1樓,1140425,121.536063,25.066693
00552800,炙嶼食堂,臺北市中山區遼寧街114之1號,1140425,121.542006,25.052693
00552816,松優里庭商行,臺北市大安區忠孝東路4段300號5樓,1140425,121.55628,25.041155
00552822,千萬雞餐坊,臺北市文山區景文街27號1樓,1140425,121.541439,24.992459
00552837,昶壹企業社,臺北市內湖區新明路182號1樓,1140425,121.585331,25.057395
00552843,順神板模工程行,臺北市南港區福德街331號1樓,1140425,121.58831,25.039394
00552858,參緣紀商行,臺北市信義區永吉路278巷28弄3號1樓,1140425,121.573892,25.04455
00552864,嘉林水電行,臺北市士林區格致路40號1樓,1140425,121.546547,25.137298
00552870,絹然商行,臺北市大安區忠孝東路4段270號2樓之１,1140425,121.554847,25.041186
00552885,鉅金冰品,臺北市信義區松山路574號,1140425,121.578237,25.037082
00552891,滋全飲料舖,臺北市中山區合江街2號,1140425,121.539013,25.054841
00552920,大興水電行,臺北市大安區安居街12號1樓,1140428,121.554934,25.021121
00552935,絨毅水果行,臺北市萬華區峨眉街51號1樓,1140428,121.506666,25.04365
00552941,絨琴蜜意商行,臺北市萬華區中華路1段114巷1號1樓,1140428,121.508263,25.043858
00552956,時尚國際汽車美容,臺北市松山區塔悠路195號1樓,1140428,121.569603,25.057379
00552962,京展環境清潔企業社,臺北市北投區大業路280巷11號1樓,1140428,121.498879,25.12749
00552978,奇君安辰坊,臺北市中山區民權東路1段19號3樓之1,1140428,121.523816,25.063226
00552983,美粒企業社,臺北市大同區延平北路3段132號4樓,1140428,121.510822,25.0678
00552999,林溱快樂屋,臺北市文山區興隆路3段150號,1140428,121.558199,24.998595
00553006,福氣養生餐點早午餐,臺北市中山區民權東路2段92巷2弄1號,1140428,121.531668,25.061702
00553012,義起楓收商行,臺北市中山區北安路458巷41弄28號1樓,1140428,121.545815,25.078519
00553028,梅仙自助餐,臺北市中正區中華路2段393號,1140428,121.507921,25.026199
00553033,咔恰娜食品工作室,臺北市中山區雙城街32巷2之1號,1140428,121.524199,25.066157
00553049,辰億商號,臺北市松山區八德路4段697號2樓之1,1140428,121.576578,25.050204
00553054,嘉常菜餐館,臺北市松山區民權東路3段103巷5弄1號1樓,1140428,121.545103,25.062898
00553060,城市喚醒社,臺北市中山區中山北路1段33巷40號2樓,1140428,121.523483,25.048355
00553076,集客選物商行,臺北市中正區開封街1段62號,1140428,121.511697,25.045915
00553081,芯雲企業社,臺北市大同區寧夏路23之1號2樓,1140428,121.515134,25.055166
00553097,森果水果行,臺北市中山區松江路101號1樓,1140428,121.533223,25.051155
00553104,君泰百貨網購商行,臺北市萬華區華中里武成街34號1樓,1140428,121.495186,25.018698
00553110,屏東地誌社,臺北市內湖區康樂街129之6號6樓,1140428,121.619977,25.073741
93167460,妍莉餐點店,臺北市北投區石牌路2段333號,1140428,121.524233,25.122551
00553126,心健美企業社,臺北市中山區敬業一路128巷28號9樓,1140429,121.553259,25.083262
00553131,楊美學坊,臺北市大安區延吉街153之9號2樓,1140429,121.554948,25.040044
00553147,張秋蓮商行,臺北市南港區八德路四段794號1樓,1140429,121.580854,25.050684
00553152,淳青影像工作室,臺北市松山區復興北路191號13樓,1140429,121.54433,25.05524
00553168,猿富商行,臺北市北投區天母西路130巷5號,1140429,121.522262,25.118611
00553174,狗管家寵物美容工作室,臺北市信義區永吉路178號,1140429,121.571448,25.045456
00553189,鴻鑫工程行,臺北市士林區社中街426巷18號1樓,1140429,121.502375,25.09233
00553195,嶽一企業社,臺北市內湖區民權東路6段109號5樓,1140429,121.591589,25.069148
00553202,遇見貓商行,臺北市松山區南京東路3段256巷47號,1140429,121.544602,25.04959
00553218,里花甜點工作室,臺北市中山區南京東路1段34號7樓,1140429,121.523843,25.051985
00553224,用心跑運動行銷工作室,臺北市松山區基隆路1段8號13樓,1140429,121.569933,25.050764
00553239,橙心工作室,臺北市大安區復興南路二段191之1號,1140429,121.543674,25.026589
00553245,速達工程行,臺北市士林區中正路646號1樓,1140429,121.507932,25.086607
00583640,炎焱焱雞蛋糕,臺北市內湖區內湖路1段591巷12號1樓,1140429,121.573297,25.08154
00585555,酉味商行,臺北市南港區同德路34號,1140429,121.584399,25.045213
00553250,速可工作室,臺北市中山區松江路297巷12號,1140430,121.534343,25.061029
00553266,自由夜娛樂企業社,臺北市中山區民生東路1段39、41號地下,1140430,121.525902,25.058191
00553272,大豐商行,臺北市萬華區三水街62號1樓,1140430,121.50237,25.036
00553287,雨日製作工作室,臺北市大同區西寧北路87號之1一樓,1140430,121.509095,25.056418
00553293,日光晴森咖啡館,臺北市大同區長安西路78巷1弄8號,1140430,121.51942,25.049965
00553300,丸星網路工作室,臺北市中山區新生北路2段62巷38之3號3樓之3,1140430,121.52589,25.056152
00553316,奕民雙星物業行,臺北市大安區復興南路2段291號10樓之1,1140430,121.543666,25.025036
00553322,永齊雙星物業行,臺北市大安區復興南路2段291號10樓,1140430,121.543666,25.025036
00553337,樺韋商行,臺北市信義區林口街2號1樓,1140430,121.579262,25.03649
00553358,圓木設計工作室,臺北市文山區辛亥路5段56號1樓,1140430,121.553779,24.999583
00553364,湘園牛肉麵,臺北市中山區合江街102巷2號,1140430,121.53913,25.0587
00553370,小高商行,臺北市文山區景華街5號,1140430,121.541692,24.995048
00553385,岢岢渝心企業社,臺北市中山區撫順街25號11樓,1140430,121.520318,25.063604
00553391,愛我精品服飾店,臺北市大安區大安路1段51巷24號,1140430,121.547124,25.043018
00578816,揪萊樂商行,臺北市萬華區萬大路276號1樓,1140430,121.500304,25.025625
